n_estimators,criterion,accuracy_train,accuracy_test
1,gini,0.8667953667953668,0.6384615384615384
1,entropy,0.8706563706563707,0.6538461538461539
1,log_loss,0.8706563706563707,0.6538461538461539
2,gini,0.888030888030888,0.676923076923077
2,entropy,0.8803088803088803,0.6538461538461539
2,log_loss,0.8803088803088803,0.6538461538461539
3,gini,0.9652509652509652,0.7153846153846154
3,entropy,0.9536679536679536,0.7
3,log_loss,0.9536679536679536,0.7
4,gini,0.974903474903475,0.6923076923076923
4,entropy,0.9594594594594594,0.7230769230769231
4,log_loss,0.9594594594594594,0.7230769230769231
5,gini,0.9864864864864865,0.7153846153846154
5,entropy,0.9845559845559846,0.7384615384615385
5,log_loss,0.9845559845559846,0.7384615384615385
6,gini,0.9884169884169884,0.7153846153846154
6,entropy,0.9787644787644788,0.7230769230769231
6,log_loss,0.9787644787644788,0.7230769230769231
7,gini,0.9980694980694981,0.7384615384615385
7,entropy,0.9903474903474904,0.7461538461538462
7,log_loss,0.9903474903474904,0.7461538461538462
8,gini,0.9961389961389961,0.7615384615384615
8,entropy,0.9942084942084942,0.7307692307692307
8,log_loss,0.9942084942084942,0.7307692307692307
9,gini,0.9980694980694981,0.7615384615384615
9,entropy,0.9961389961389961,0.7538461538461538
9,log_loss,0.9961389961389961,0.7538461538461538
10,gini,0.9980694980694981,0.7538461538461538
10,entropy,0.9961389961389961,0.7461538461538462
10,log_loss,0.9961389961389961,0.7461538461538462
11,gini,0.9980694980694981,0.7846153846153846
11,entropy,0.9961389961389961,0.7846153846153846
11,log_loss,0.9961389961389961,0.7846153846153846
12,gini,0.9980694980694981,0.7923076923076923
12,entropy,0.9980694980694981,0.7846153846153846
12,log_loss,0.9980694980694981,0.7846153846153846
13,gini,1.0,0.823076923076923
13,entropy,0.9980694980694981,0.7846153846153846
13,log_loss,0.9980694980694981,0.7846153846153846
14,gini,1.0,0.7769230769230769
14,entropy,0.9980694980694981,0.7692307692307693
14,log_loss,0.9980694980694981,0.7692307692307693
15,gini,1.0,0.7846153846153846
15,entropy,0.9980694980694981,0.7846153846153846
15,log_loss,0.9980694980694981,0.7846153846153846
16,gini,1.0,0.7846153846153846
16,entropy,0.9961389961389961,0.7923076923076923
16,log_loss,0.9961389961389961,0.7923076923076923
17,gini,1.0,0.7769230769230769
17,entropy,1.0,0.8
17,log_loss,1.0,0.8
18,gini,1.0,0.7769230769230769
18,entropy,1.0,0.8076923076923077
18,log_loss,1.0,0.8076923076923077
19,gini,1.0,0.7769230769230769
19,entropy,1.0,0.8153846153846154
19,log_loss,1.0,0.8153846153846154
20,gini,1.0,0.7769230769230769
20,entropy,1.0,0.8076923076923077
20,log_loss,1.0,0.8076923076923077
